指標名稱,年度季別,分區業務組,縣市別,醫事機構代碼,醫事機構名稱,院所指標值,所屬分區業務組指標值,全國指標值
就診後同日於同醫院因同疾病再次就診率,106Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0007,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0015,0.01010,0.00950
就診後同日於同醫院因同疾病再次就診率,103Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0028,0.01030,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0000,0.00990,0.00870
就診後同日於同醫院因同疾病再次就診率,104Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0076,0.00950,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0077,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0072,0.00940,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0082,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0068,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0071,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0089,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0080,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q2,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0090,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q2,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0084,0.01000,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0081,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0081,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,101Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0085,0.01000,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0084,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0090,0.01050,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0089,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0085,0.00950,0.00820
就診後同日於同醫院因同疾病再次就診率,101Q4,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0084,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q2,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0074,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0072,0.01010,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,臺北業務組,基隆市安樂區,1111060015,長庚醫療財團法人基隆長庚紀念醫院,0.0073,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,104Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0077,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0070,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,102Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0072,0.00770,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0073,0.00840,0.00970
就診後同日於同醫院因同疾病再次就診率,104Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0067,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0058,0.00830,0.00930
就診後同日於同醫院因同疾病再次就診率,101Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0075,0.00690,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0074,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0065,0.00750,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0075,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0063,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,101Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0068,0.00730,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0072,0.00760,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0066,0.00680,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0072,0.00790,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0068,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0073,0.00810,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0071,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0069,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0070,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0070,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0059,0.00780,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0071,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0030,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0005,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0012,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0040,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0010,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0010,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0011,0.00940,0.00880
就診後同日於同醫院因同疾病再次就診率,104Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0013,0.00950,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0020,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0020,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0048,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0011,0.01000,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0014,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,101Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0023,0.01050,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0000,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0012,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0008,0.00950,0.00820
就診後同日於同醫院因同疾病再次就診率,101Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0039,0.01000,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0030,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0004,0.01000,0.00880
就診後同日於同醫院因同疾病再次就診率,106Q1,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0005,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,103Q3,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0035,0.01040,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0055,0.01010,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q4,臺北業務組,新北市板橋區,0931010025,中英醫療社團法人板英醫院,0.0018,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,102Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0021,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0014,0.01000,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0014,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0025,0.00950,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0022,0.01030,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0052,0.00990,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0016,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0024,0.01000,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0025,0.01040,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0030,0.01010,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0021,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0026,0.00940,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0023,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0026,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0014,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0032,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0021,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0021,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0013,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,105Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0067,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0069,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q1,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0070,0.00830,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0067,0.00820,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,北區業務組,新竹市東區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,0.0071,0.00810,0.00950
就診後同日於同醫院因同疾病再次就診率,103Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0038,0.00760,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0038,0.00680,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0029,0.00790,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0033,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0034,0.00810,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0035,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0043,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0038,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0038,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0039,0.00780,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0038,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0042,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0050,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0028,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0031,0.00840,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0041,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,102Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0044,0.00770,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0039,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0036,0.00830,0.00930
就診後同日於同醫院因同疾病再次就診率,101Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0035,0.00690,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0043,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0043,0.00750,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0032,0.00730,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0037,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0031,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,106Q3,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0044,0.00810,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0047,0.00820,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,北區業務組,新竹市東區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,0.0039,0.00830,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q1,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0027,0.01060,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0036,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0048,0.01060,0.00950
就診後同日於同醫院因同疾病再次就診率,102Q4,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0040,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q3,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0026,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0024,0.01040,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0023,0.01020,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0016,0.01080,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0023,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0017,0.01070,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,臺中市中區,1117010019,仁愛醫療財團法人台中仁愛醫院,0.0030,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,101Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0011,0.01000,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0027,0.01040,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0028,0.01050,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0026,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0013,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q1,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0026,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0015,0.01010,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,臺北業務組,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,0.0026,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,105Q3,臺北業務組,新北市淡水區,0931100015,北新醫療社團法人北新醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q4,臺北業務組,新北市淡水區,0931100015,北新醫療社團法人北新醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q2,臺北業務組,新北市淡水區,0931100015,北新醫療社團法人北新醫院,0.0000,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,臺北業務組,新北市淡水區,0931100015,北新醫療社團法人北新醫院,0.0000,0.01010,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,臺北業務組,新北市淡水區,0931100015,北新醫療社團法人北新醫院,0.0000,0.00990,0.00940
就診後同日於同醫院因同疾病再次就診率,103Q1,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0013,0.00760,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0009,0.00680,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0013,0.00790,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0014,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0012,0.00810,0.00970
就診後同日於同醫院因同疾病再次就診率,100Q4,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0007,0.00680,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q4,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0015,0.00800,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0011,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,104Q4,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0016,0.00830,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q1,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0011,0.00780,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0014,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0013,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0013,0.00810,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q1,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0010,0.00610,0.00820
就診後同日於同醫院因同疾病再次就診率,104Q2,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0014,0.00840,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q1,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0013,0.00730,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0016,0.00820,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q2,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0010,0.00770,0.00950
就診後同日於同醫院因同疾病再次就診率,102Q3,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0011,0.00800,0.00960
就診後同日於同醫院因同疾病再次就診率,103Q4,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0015,0.00810,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q1,北區業務組,桃園市中壢區,0932020016,宏其醫療社團法人宏其婦幼醫院,0.0012,0.00690,0.00870
